"COMUNE";"PROVINCIA";"REGIONE";"NOME";"MACRO TIPOLOGIA";"TIPOLOGIA";"SCHEDA";"IDFEATURE";"DO_Y";"DO_X";
"Chiaramonti";"SASSARI";"Sardegna";"Chiesa di San Matteo";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21635";553;"40.748940924378";"8.818097383581";
"Chiaramonti";"SASSARI";"Sardegna";"Chiesa di S. Maria Maddalena";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17750";564;"40.7444419976041";"8.78931067888915";
"Chiaramonti";"SASSARI";"Sardegna";"Necropoli di Su Murrone";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22245";1,486;"40.7810997938871";"8.88670381627366";
"Codrongianos";"SASSARI";"Sardegna";"Chiesa di S. Antonio di Salvenero";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17882";567;"40.6547052047965";"8.70848138570079";
"Codrongianos";"SASSARI";"Sardegna";"Codrongianos";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090026";162;"40.657840724978";"8.67882644327605";
"Codrongianos";"SASSARI";"Sardegna";"Nostra Signora di Saccargia";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17842";481;"40.6711961849957";"8.68949696525042";
"Cossoine";"SASSARI";"Sardegna";"Chiesa di Santa Maria Iscalas";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18066";533;"40.4487503985257";"8.68647697244614";
"Cossoine";"SASSARI";"Sardegna";"Cossoine";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090027";163;"40.4314304235498";"8.71616650067381";
"Esporlatu";"SASSARI";"Sardegna";"Esporlatu";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090028";164;"40.3846401753702";"8.99083760206864";
"Florinas";"SASSARI";"Sardegna";"Complesso di Punta Unossi";"Edifici e strutture antiche";"Villaggi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21477";846;"40.6174908969792";"8.64923784248995";
"Florinas";"SASSARI";"Sardegna";"Domus de janas di S'Abbadia";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21481";1,487;"40.6003633093708";"8.65181813893039";
"Florinas";"SASSARI";"Sardegna";"Florinas";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090029";165;"40.6497375443851";"8.66566308488305";
"Florinas";"SASSARI";"Sardegna";"Nuraghe Corvos, tombe";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21484";845;"40.5985745417789";"8.63535534150869";
"Florinas";"SASSARI";"Sardegna";"Tomba di Campu Lontanu";"Spazi sacri e funerari";"Tombe di giganti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21297";1,488;"40.5933202109434";"8.63574139084594";
"Giave";"SASSARI";"Sardegna";"Crateri vulcanici del Meilogu";"Aree protette";"Monumento naturale";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3187&v=2&c=3001&t=1";369;"40.4678153627598";"8.75501587020138";
"Giave";"SASSARI";"Sardegna";"Crateri vulcanici del Meilogu Monte Annaru";"Monumenti naturali";"Monumenti naturali";"";1,259;"40.4698861455619";"8.75371824519396";
"Giave";"SASSARI";"Sardegna";"Giave";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090030";166;"40.4524343209732";"8.75349002542791";
"Giave";"SASSARI";"Sardegna";"Nuraghe Oes";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21510";847;"40.4797651054564";"8.77450818598346";
"Illorai";"SASSARI";"Sardegna";"Domus de janas di Molia";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22233";1,489;"40.3032664674129";"9.0267153604701";
"Illorai";"SASSARI";"Sardegna";"Illorai";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090031";167;"40.353220014527";"9.00285003991939";
"Illorai";"SASSARI";"Sardegna";"Ponte Ezzu";"Edifici e strutture antiche";"Castelli";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17919";848;"40.3375704142178";"9.03020517692481";
"Ittireddu";"SASSARI";"Sardegna";"Chiesa di San Giacomo";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17902";514;"40.5346600749596";"8.88962793181087";
"Ittireddu";"SASSARI";"Sardegna";"Chiesa di Santa Croce";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18074";513;"40.5453669215414";"8.90640998988045";
"Ittireddu";"SASSARI";"Sardegna";"Civico Museo Archeologico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22516&v=2&c=2487&c1=2126&visb=&t=1";5,965;"40.5441930283703";"8.90206094410116";
"Ittireddu";"SASSARI";"Sardegna";"Domus de janas di Partulesi";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22234";1,490;"40.5395302104907";"8.88972021330181";
"Ittireddu";"SASSARI";"Sardegna";"Ittireddu";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090032";168;"40.5456701509796";"8.90607354421172";
"Ittireddu";"SASSARI";"Sardegna";"Nuraghe Funtana";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22235";849;"40.5398808914";"8.91205196565495";
"Ittiri";"SASSARI";"Sardegna";"Chiesa di Nostra Signora di Paulis";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17788";488;"40.6351788744807";"8.52651087768641";
"Ittiri";"SASSARI";"Sardegna";"Chiesa di San Pietro";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21639";454;"40.5920653439644";"8.57255827955316";
"Ittiri";"SASSARI";"Sardegna";"Ittiri";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090033";169;"40.594435554446";"8.57123222002514";
"Ittiri";"SASSARI";"Sardegna";"Necropoli di Sa Figu";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=22236";1,435;"40.6054273676433";"8.59323100033874";
"Ittiri";"SASSARI";"Sardegna";"Nostra Signora de Coros o S. Maria di Coros";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17927";489;"40.5970690037598";"8.60148995162706";
"Laerru";"SASSARI";"Sardegna";"Laerru";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090034";170;"40.8245809478644";"8.83062920963502";
"Mara";"SASSARI";"Sardegna";"Mara";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090038";174;"40.4082527840334";"8.63554534830045";
"Mara";"SASSARI";"Sardegna";"Santuario di N. S. di Bonu Ighinu";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18350";446;"40.447068623308";"8.64441957552849";
"Martis";"SASSARI";"Sardegna";"Chiesa di San Pantaleo";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19232";525;"40.7762521819541";"8.81342797506554";
"Martis";"SASSARI";"Sardegna";"Martis";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090039";175;"40.7779256552578";"8.81259152576717";
"Martis";"SASSARI";"Sardegna";"Museo Diocesano";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22576&v=2&c=2487&c1=2126&visb=&t=1";5,811;"40.7785643042391";"8.80979813175054";
"Martis";"SASSARI";"Sardegna";"Triulintas";"Sorgenti e cascate";"Sorgenti e cascate";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3205&v=2&c=3004&t=1";1,421;"40.783779490059";"8.78750658208527";
"Monteleone Rocca Doria";"SASSARI";"Sardegna";"Chiesa di Sant' Antonio Abate";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17949";521;"40.4731578361135";"8.56081408073124";
"Monteleone Rocca Doria";"SASSARI";"Sardegna";"Monteleone Rocca Doria";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090040";176;"40.4769366085132";"8.55956140645912";
"Monteleone Rocca Doria";"SASSARI";"Sardegna";"Santo Stefano";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17956";520;"40.471406963812";"8.56065458573707";
"Mores";"SASSARI";"Sardegna";"Chiesa di Santa Caterina";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21634";555;"40.5499152357842";"8.835151655706";
"Mores";"SASSARI";"Sardegna";"Mores";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090042";178;"40.5494273005194";"8.83438416720432";
"Muros";"SASSARI";"Sardegna";"Muros";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090043";179;"40.6782433656092";"8.61845796334951";
"Nughedu di San Nicolo'";"SASSARI";"Sardegna";"Nughedu S.Nicolo'";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090044";180;"40.5641305313152";"9.02680560565889";
"Nule";"SASSARI";"Sardegna";"Nule";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090045";181;"40.4623459988425";"9.19028280106772";
"Nule";"SASSARI";"Sardegna";"Nuraghe Voes";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21575";850;"40.4792486001272";"9.24828540738313";
"Nulvi";"SASSARI";"Sardegna";"Chiesa di Santa Maria Assunta";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18356";447;"40.7827884739132";"8.74472090277192";
"Nulvi";"SASSARI";"Sardegna";"Museo Diocesano";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24619&v=2&c=2487&c1=2126&visb=&t=1";5,812;"40.7824672390368";"8.74441358928507";
"Nulvi";"SASSARI";"Sardegna";"Nulvi";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090046";182;"40.782315417558";"8.74605562292617";
"Olmedo";"SASSARI";"Sardegna";"Muraglia di Monte Baranta";"Monumenti megalitici";"Muraglie megalitiche";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21682";983;"40.6357308382812";"8.40089416362294";
"Olmedo";"SASSARI";"Sardegna";"Nostra Signora di Talia";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17908";500;"40.6497944189743";"8.38284996932754";
"Olmedo";"SASSARI";"Sardegna";"Olmedo";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090048";183;"40.6495930117309";"8.38405038051984";
"Osilo";"SASSARI";"Sardegna";"Castello dei Malaspina o di Osilo";"Edifici e strutture antiche";"Castelli";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17807";813;"40.7453299102046";"8.67211161003477";
"Osilo";"SASSARI";"Sardegna";"Osilo";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090050";184;"40.7438545846416";"8.67115317620433";
"Ossi";"SASSARI";"Sardegna";"Necropoli di Mesu 'e Montes";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=24685";1,309;"40.6310053888261";"8.61777926628663";
"Ossi";"SASSARI";"Sardegna";"Ossi";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090051";185;"40.6750302702224";"8.59680675198725";
"Ozieri";"SASSARI";"Sardegna";"Chiesa di San Nicola di Butule o Guzule";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17755";566;"40.6107747512641";"8.99299102718559";
"Ozieri";"SASSARI";"Sardegna";"Chiesa di Sant'Antioco di Bisarcio";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17851";467;"40.6443893335997";"8.89361113834189";
"Ozieri";"SASSARI";"Sardegna";"Civico Museo Archeologico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=18966&v=2&c=2487&c1=2126&visb=&t=1";5,963;"40.5859341481295";"9.00360113713073";
"Ozieri";"SASSARI";"Sardegna";"Museo Taverna dell'Aquila";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22586&v=2&c=2487&c1=2126&visb=&t=1";5,964;"40.5839297357618";"9.0009364495509";
"Ozieri";"SASSARI";"Sardegna";"Nuraghe Burghidu";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21517";851;"40.683354224219";"8.96424775220144";
"Ozieri";"SASSARI";"Sardegna";"Ozieri";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090052";186;"40.5849852331703";"9.00559153269689";
"Ozieri";"SASSARI";"Sardegna";"Palazzo Vigliaroni";"Insediamenti antichi";"Liberty e deco";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19384";1,209;"40.5853390723463";"9.00381223451111";
"Ozieri";"SASSARI";"Sardegna";"Ponte Romano Ezzu";"Edifici e strutture antiche";"Ponti";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=20929";852;"40.6142642845227";"8.97880847999255";
"Ozieri";"SASSARI";"Sardegna";"S. Michele di Ozieri";"Grotte montagna";"Grotte montagna";"http://www.sardegnaturismo.it/index.php?xsl=5&v=2&c=50&c1=2126&t=1&s=3777";712;"40.5806055536855";"9.00393463508999";
"Ozieri";"SASSARI";"Sardegna";"Teatro De Candia";"Insediamenti antichi";"Liberty e deco";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19392";1,093;"40.5854578716532";"9.00305265361615";
"Padria";"SASSARI";"Sardegna";"Chiesa di Santa Giulia";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18319";419;"40.3975777509037";"8.63022120606118";
"Padria";"SASSARI";"Sardegna";"Complesso del Longu";"Edifici e strutture antiche";"Nuraghi";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=24760";650;"40.3867786406905";"8.61482684754168";
"Padria";"SASSARI";"Sardegna";"Museo Civico Archeologico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22526&v=2&c=2487&c1=2126&visb=&t=1";5,827;"40.3975998070578";"8.63053202802722";
"Padria";"SASSARI";"Sardegna";"Padria";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090053";187;"40.3964817091186";"8.63105208167759";
"Padria";"SASSARI";"Sardegna";"Palattu";"Edifici e strutture antiche";"Castelli";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17821";853;"40.3998287258185";"8.63161665711557";
"Pattada";"SASSARI";"Sardegna";"Monte Lerno";"Foreste";"Foreste";"http://www.sardegnaturismo.it/index.php?xsl=5&s=3186&v=2&c=3002&t=1";692;"40.627537166299";"9.1629473530084";
"Pattada";"SASSARI";"Sardegna";"Pattada";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090055";189;"40.5785136191587";"9.10621568777195";
"Perfugas";"SASSARI";"Sardegna";"Chiesa di San Giorgio";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21636";418;"40.8453796975558";"8.87833515216766";
"Perfugas";"SASSARI";"Sardegna";"Civico Museo Archeologico";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22500&v=2&c=2487&c1=2126&visb=&t=1";5,813;"40.8346354080462";"8.88778408005282";
"Perfugas";"SASSARI";"Sardegna";"Museo Diocesano";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22575&v=2&c=2487&c1=2126&visb=&t=1";5,814;"40.8289994782521";"8.88625632964333";
"Perfugas";"SASSARI";"Sardegna";"Perfugas";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090056";190;"40.8291978708197";"8.88607900642811";
"Perfugas";"SASSARI";"Sardegna";"Pozzo sacro di Predio Canopoli";"Spazi sacri e funerari";"Templi nuragici";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=24761";1,319;"40.8287248308612";"8.88621017123737";
"Ploaghe";"SASSARI";"Sardegna";"Chiesa di San Michele di Salvenero";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17873";484;"40.6582649863738";"8.71531390779917";
"Ploaghe";"SASSARI";"Sardegna";"Ploaghe";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090057";191;"40.6690616271868";"8.75105971889214";
"Ploaghe";"SASSARI";"Sardegna";"Quadreria Spano";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=24625&v=2&c=2487&c1=2126&visb=&t=1";5,810;"40.6663935716971";"8.74895643745897";
"Porto Torres";"SASSARI";"Sardegna";"Antiquarium Turritano";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22589&v=2&c=2487&c1=2126&visb=&t=1";5,976;"40.8378716160716";"8.39775712512592";
"Porto Torres";"SASSARI";"Sardegna";"Area di Turris Libisonis";"Insediamenti antichi";"Città romane";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19463";1,236;"40.8378752818599";"8.39664629899489";
"Porto Torres";"SASSARI";"Sardegna";"Asinara";"Aree marine protette";"Aree marine protette";"http://www.sardegnaturismo.it/index.php?xsl=15&s=44&v=2&c=44&t=1";354;"41.0614601859435";"8.24667160072812";
"Porto Torres";"SASSARI";"Sardegna";"Asinara";"Isole";"Isole";"http://www.sardegnaturismo.it/index.php?xsl=5&s=921&v=2&c=58&t=1";1,242;"41.0553781736123";"8.27975889694862";
"Porto Torres";"SASSARI";"Sardegna";"Balai";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=703&v=2&c=45&t=1";1,717;"40.8380036353712";"8.41717464983696";
"Porto Torres";"SASSARI";"Sardegna";"Basilica di San Gavino";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17894";455;"40.8321317118074";"8.40076906450456";
"Porto Torres";"SASSARI";"Sardegna";"Cala d'Arena";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=708&v=2&c=45&t=1";1,549;"41.1064918891448";"8.32230607701467";
"Porto Torres";"SASSARI";"Sardegna";"Cala d'Oliva";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=714&v=2&c=45&t=1";1,809;"41.0779555990267";"8.33405239791412";
"Porto Torres";"SASSARI";"Sardegna";"Cala Reale";"Spiagge";"Porticciolo";"http://www.sardegnaturismo.it/index.php?xsl=5&s=720&v=2&c=45&t=1";1,999;"41.0616700782571";"8.29453341739205";
"Porto Torres";"SASSARI";"Sardegna";"Cala Sabina";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=722&v=2&c=45&t=1";1,718;"41.087421420708";"8.34610080559725";
"Porto Torres";"SASSARI";"Sardegna";"Cala Sant'Andrea";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=728&v=2&c=45&t=1";1,810;"41.0126639709598";"8.24963048327613";
"Porto Torres";"SASSARI";"Sardegna";"Cala Trabuccato";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=730&v=2&c=45&t=1";1,550;"41.0556886007955";"8.32538116614096";
"Porto Torres";"SASSARI";"Sardegna";"Chiesa di San Gavino a Mare";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=21640";398;"40.8400440527176";"8.41751813699172";
"Porto Torres";"SASSARI";"Sardegna";"Citta' di Turris Libisonis";"Insediamenti antichi";"Città romane";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19466";1,079;"40.8376446530185";"8.39653300539478";
"Porto Torres";"SASSARI";"Sardegna";"Cormorano Marina";"Porti";"Porto turistico";"http://www.sardegnaturismo.it/index.php?xsl=5&s=765&v=2&c=46&t=1";1,295;"40.8418099717997";"8.40205815827522";
"Porto Torres";"SASSARI";"Sardegna";"Isola Piana - Stintino";"Isole";"Isole";"http://www.sardegnaturismo.it/index.php?xsl=5&s=930&v=2&c=58&t=1";1,250;"40.9750670205298";"8.21838062378661";
"Porto Torres";"SASSARI";"Sardegna";"Magazzini doganali";"Insediamenti antichi";"Liberty e deco";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19396";1,074;"40.8379992702997";"8.40349499158709";
"Porto Torres";"SASSARI";"Sardegna";"Marinella";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=585&v=2&c=45&t=1";1,719;"40.8378305881788";"8.39266588902159";
"Porto Torres";"SASSARI";"Sardegna";"Monumenti di Turris Libisonis";"Insediamenti antichi";"Città romane";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=19472";1,080;"40.8380988861003";"8.39678289310168";
"Porto Torres";"SASSARI";"Sardegna";"Necropoli di Su Crucefissu Mannu";"Spazi sacri e funerari";"Domus de janas";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=24757";1,323;"40.8049558267021";"8.43787965617744";
"Porto Torres";"SASSARI";"Sardegna";"Parco Nazionale dell'Asinara";"Parchi";"Parchi";"http://www.sardegnaturismo.it/index.php?xsl=5&s=5658&v=2&c=&t=1";1,272;"41.0535825780588";"8.25871736401811";
"Porto Torres";"SASSARI";"Sardegna";"Portotorres";"Città e paesi";"Paese";"http://www.comunas.it/xml/comune.php?istat=090058";192;"40.8298774209534";"8.40559475300607";
"Porto Torres";"SASSARI";"Sardegna";"Punta Barbarossa";"Spiagge";"Rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=628&v=2&c=45&t=1";2,000;"40.9848236023482";"8.2551670745331";
"Porto Torres";"SASSARI";"Sardegna";"Scoglio lungo";"Spiagge";"Sabbia";"http://www.sardegnaturismo.it/index.php?xsl=5&s=655&v=2&c=45&t=1";1,720;"40.8378593437931";"8.40877952180003";
"Porto Torres";"SASSARI";"Sardegna";"Torre di Abbacurrente";"Spiagge";"Sabbia, ghiaia, rocce";"http://www.sardegnaturismo.it/index.php?xsl=5&s=675&v=2&c=45&t=1";2,001;"40.8207432191501";"8.45403080571942";
"Porto Torres";"SASSARI";"Sardegna";"Torre di Porto Torres";"Edifici e strutture antiche";"Torri costiere";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=17879";861;"40.8394707066617";"8.40149003399195";
"Pozzomaggiore";"SASSARI";"Sardegna";"Chiesa di San Giorgio";"Chiese";"Chiese";"http://www.sardegnacultura.it/j/v/253?v=2&c=2488&t=1&s=18321";556;"40.3992550314405";"8.6574288232323";
"Pozzomaggiore";"SASSARI";"Sardegna";"Museo del Cavallo";"Museo";"Museo";"http://www.sardegnacultura.it/j/v/253?s=22587&v=2&c=2487&c1=2126&visb=&t=1";5,828;"40.3967669729171";"8.66044642851933";
